5-10	The forward is the sixth top scorer in the club's history with 240 goals. In his eleventh season at Real Madrid, Benzema played his 500th game for the Whites in the Clásico. The Frenchman reached this figure against Barcelona, the team he has faced the most times as a Real Madrid player together with Atletico (34). The president Florentino Pérez gave him a commemorative jersey after the match. His number of goals is spectacular. He has scored 240 times, which makes him one of the legends of the club and the sixth highest goal scorer ever. He is behind Cristiano Ronaldo (451), Raul (323), Di Stefano (308), Santillana (290) and Puskas (242). He is also, after Raúl and Santillana, the third centre forward to have played the most matches for Real Madrid. Florentino Perez gave him a commemorative jersey at the end of the Clásico
5-11	Report from the Champions League quarter-final first leg at Stamford Bridge as holders Chelsea left with mountain to climb as 13-time winners Real Madrid seize first-leg advantage thanks to Karim Benzema treble Chelsea must overturn a two-goal deficit at Real Madrid to salvage their Champions League defence after Karim Benzema's hat-trick secured a 3-1 quarter-final first-leg victory over the error-strewn holders at Stamford Bridge. Benzema dispatched two exquisite headers in three first-half minutes at a rain-drenched Stamford Bridge as Madrid set about avenging last season's semi-final defeat to Thomas Tuchel's reigning European champions in perfect fashion. Kai Havertz grabbed a lifeline for Chelsea before half-time, but it evaporated 46 seconds after the restart when Edouard Mendy vacated his area and played an under-hit pass to Antonio Rudiger, which put Benzema's hat-trick clinching goal on a plate.
5-12	Karim Benzema scored against Eintracht Frankfurt to become the second highest goalscorer in Real Madrid's history. The Frenchman has now hit 324 goals four our club, overtaking Raúl's 323 between 1994 and 2010. Now only Cristiano Ronaldo sits ahead of him on the list of madridista goalscorers, with 451. The forward was on target in the first official match of the 2022/23 season, carrying on where he left off from the previous campaign, during which he set a new scoring record (44 goals). Benzema opened his madridista account on matchday three of LaLiga 2009/10 against Xerez and has since gone on to win it all with Real Madrid. His incredible trophy haul comprises 21 titles: 4 Champions Leagues, 4 Club World Cups, 4 European Super Cups, 4 LaLigas, 2 Copas del Rey and 4 Spanish Super Cups. His 324 goals have come spread across six competitions: 219 in LaLiga, 74 in the Champions League, 21 in the Copa del Rey, 3 in the Club World Cup, 5 in the Spanish Super Cup and 2 in the European Super Cup. His favourite opposition as a madridista are Athletic (18), Valencia (15) and Granada (14).
5-13	Benzema leaves Real Madrid: Departure is officially confirmed by the club It has been officially confirmed by Real Madrid that Karim Benzema is leaving the club this summer, with the striker departing the Estadio Santiago Bernabeu after 14 seasons representing Los Blancos. This Sunday's home match against Athletic Club will be Benzema's final game for the club, as an era ends at Real Madrid. His exit follows those of Marco Asensio, Mariano and Eden Hazard, all of which were announced on Saturday.
5-14	Karim Benzema agrees Real Madrid exit after Cristiano Ronaldo proposal Karim Benzema is set to leave Real Madrid in the summer of 2024 after agreeing a fresh one-year contract extension with the club. The striker recently turned down a lucrative offer to move to Saudi Arabia as he opts to stay in European football. It was a similar approach that saw his former teammate Cristiano Ronaldo complete a stunning move to Saudi Arabian club Al-Nassr in January, where he is earning in the region of £173million per year. Benzema remains a key player for the Spanish giants and was crowned as the Ballon d'Or winner last year, capping a wonderful individual year. His incredible run of form helped fire Los Blancos to domestic and European glory.
5-15	Karim Benzema could leave Real Madrid if Erling Braut Haaland joins the Spanish giants, according to a report The French international striker has contributed 17 goals and seven assists in 20 La Liga appearances this season, as Real look to regain the Spanish title. However, according to Catalan online news outlet El Nacional, the 34-year-old is considering leaving the capital after 13 years at the club following his move from Lyon back in 2009. The outlet reports that Benzema is unhappy with the repeated pursuits of both Kylian Mbappe and Dortmund striker Haaland, which would potentially leave the club legend with a bit-part role. With his contract expiring in the summer of 2023, Real president Florentino Perez has been keen to tie down the Frenchman's future until the end of his career, but to this point, Benzema has rejected those contract offers. The report continues with the interest of Paris Saint-Germain in Benzema's services, particularly if Zinedine Zidane were to take over in the French capital.
5-16	"Karim Benzema's agent has quelled speculation of a possible transfer to Arsenal, stating that the striker wants to remain at Real Madrid. Talking to the French newspaper Le Journal du Dimanche, Benzema's agent, Karim Djaziri, said: ""We can not fight against the rumours, but I assure you Karim will not go to Arsenal. There has never been any discussions and no contact has been established."" There had been talk that the imminent arrival of Gareth Bale would push Benzema out of Madrid, but Djaziri confirmed his client is in discussions over a new contract. ""We are working on a contract extension for three years,"" he said. ""Discussions are taking place quietly, without deadline. Karim could well end his career at Real, the club of his dreams."""
5-17	Nassr captain, Cristiano Ronaldo has said that he would like to own a football club in the future. Ronaldo also said that he knew Karim Benzema would leave Real Madrid for the Saudi league, adding that several other players are coming to the Middle East. Speaking at the launch of his water brand ‘Ursu’, Ronaldo was asked about his plans for the future and the former Manchester United forward said, (as per CristianoXtra). “In the future, I would like to own a club, I don’t rule it out.” When quizzed about the Saudi league, the Portugal international added: “I knew that Benzema is coming to Saudi, and that is why I said that the Saudi league will be among the top 5 in the future, more players will come.”
5-18	Real Madrid striker Karim Benzema has decided to depart Real Madrid after 14 years at the club, according to multiple reports. The French forward will go down as one of the  greatest ever to do it in a Real Madrid shirt, securing 25 trophies across his career at the Santiago Bernabeu. Five of those were Champions League trophies, amongst four La Liga titles and three Copas del Rey too. During his time at Real Madrid, Benzema has racked up 647 appearances, scoring 353 goals, and providing 165, culminating in a Ballon d’Or last season. His 2021-22 campaign will go down as one of the best ever, securing the La Liga title and one of the most dramatic ever Champions League victories.
5-19	"Real Madrid beat Sevilla 3-1 in a Spanish La Liga match Saturday as French star Karim Benzema brought his Ballon d'Or trophy to the Santiago Bernabeu Stadium to celebrate with fans. Benzema did not play in the match as Real Madrid confirmed he was diagnosed with ""muscular fatigue in the quadricep muscle of his left leg."" The Frenchman won the 2022 men’s version of the coveted award Monday after completing a scintillating 2021-22 season for Real Madrid. He scored 44 goals in 46 games as the Whites clinched the La Liga and the UEFA Champions League trophies. He also won the UEFA Super Cup in August. Before the Sevilla match, Benzema lifted his trophy as the best player in the world into the air to cheering fans."
6-0	Perfection can come in many forms and be interpreted in different ways. Manchester City has produced more polished performances under Pep Guardiola this season. There have been matches where the team has scored more and created more – yet City’s ability to dominate its opponent, to do enough to win when it matters is as perfect as it gets on a soccer pitch. It is why this team continues to chase history this season. As the 2-1 scoreline would suggest, this FA Cup match between bitter rivals City and Manchester United was a tense affair. A victory for the blue side of Manchester was never a foregone conclusion. United had opportunities, yet City had the composure, the know-how, the class. Two goals from captain İlkay Gündoğan – the first 12 seconds after kick off for the quickest in FA Cup history – secured a win which gave City its second trophy of the season and maintained the team’s quest to win the ‘treble’ of the Premier League, the FA Cup and the Champions League.
6-1	The Premier League calendar for the 2022/23 season will be confirmed soon and other football dates for the upcoming 12 months are in the diary. The Premier League fixture list will be released at 9am tomorrow, Thursday 16 June. Dates for the Emirates FA Cup are also now set. The FA Cup will start on the same day as the Premier League - Saturday 6 August - with the Extra Preliminary Round. Brentford will enter at the Third Round Proper stage at the start of 2023. The FA Cup Final will be held in June 2023. The schedule for 2022/23 is affected by the 2022 FIFA World Cup, being held in Qatar at the end of year. This means the FA Cup schedule is a little different. Confirmed round dates are below.
6-2	Manchester United will be playing Manchester City at the iconic Wembley Stadium in London on Saturday in the FA Cup final. Pep Guardiola's Man City are aiming to become only second English club to win historic treble - Premier League, FA Cup, and UEFA Champions League. City have already bagged Premier League title, and are in finals of both FA Cup and UEFA Champions League. Interestingly, Manchester United are the only English club so far to achieve the historic feat of winning the treble in 1999. Erik ten Hag's club would like to win FA Cup 2023 to add to its domestic cup tally as it lifted EFL Cup earlier this year.
6-3	Manchester United beat Brighton & Hove Albion in a thrilling penalty shootout after their FA Cup semi-final at Wembley on Sunday finished 0-0 after extra time to set up the first all-Manchester clash in the final. Solly March, Brighton's seventh player to step up to the spot in the shootout, launched the ball over the bar, before Victor Lindelof found the net to secure a 7-6 shootout victory for United.
6-4	Chelsea and Manchester United will face off in front of a sold-out Wembley Stadium on 14 May for the football's 2022/23 Women’s FA Cup final. The Blues will look to secure a third consecutive Women’s FA Cup, whilst their opponents Manchester United prepare to play in their first-ever domestic final. Both sides head into the fixture in great form, with Manchester United currently four points clear at the top of the Women’s Super League. Chelsea, however, find themselves in second with two games in hand over the Red Devils. Chelsea have already missed out on two lots of silverware this season - losing to Arsenal in the Conti Cup final and Barcelona in the semi-finals of the Women’s Champions League. Manchester United have, so far, had their best season to date. The Red Devils have lost only twice in the league, both times to FA Cup final opposition, Chelsea.
6-5	Manchester City’s mission to win a treble of major trophies stayed on track after beating Manchester United 2-1 in the FA Cup final, with the first of Ilkay Gundogan’s two goals coming after just a record 13 seconds. With City having already retained the Premier League, now only a first-ever Champions League title stands between Pep Guardiola’s team and immortality in English football. Gundogan, City’s captain, scored the quickest goal in an FA Cup final on Saturday – timed by British broadcaster BBC at 12.91 seconds – only for United midfielder Bruno Fernandes to convert a 33rd-minute penalty against the run of play after Jack Grealish was adjudged to have handled the ball. If Gundogan’s opener was probably his best goal for City, his 51st-minute winning goal might be one of his scrappiest as he met a cross from Kevin De Bruyne from a free kick with a left-foot volley that bobbled between two United defenders and past goalkeeper David de Gea.
6-6	Manchester City have won their first-ever Champions League and a treble after a 1-0 win over Inter Milan. Midfielder Rodri scored from 15 yards out in the 68th minute to secure a victory over the Italian side at the Ataturk Olympic Stadium in Istanbul - capping an unforgettable season for Pep Guardiola's side. They outpaced closest rivals Arsenal to comfortably win the Premier League, and last week beat fierce rivals Manchester United in the FA Cup final.
6-7	Manchester City remain on course for the Treble after Ilkay Gundogan scored twice to give them victory over Manchester United in the FA Cup final at Wembley. Having already won the Premier League title, City now go into next Saturday's Champions League final against Inter Milan in Istanbul with the opportunity to emulate United's feat of 1999. And City captain Gundogan was the big game match-winner again, assuring his place in history with the quickest goal in FA Cup final history, a stunning volley after only 12 seconds eclipsing Louis Saha's strike for Everton after 25 seconds against Chelsea in 2009. Manchester United equalised after 33 minutes when the video assistant referee ruled that Jack Grealish had handled, Bruno Fernandes coolly sending Stefan Ortega the wrong way from the spot. It was Gundogan, as he does so often, who made the decisive contribution when he volleyed Kevin de Bruyne's free-kick past United keeper David de Gea six minutes after the break to give City the FA Cup for the seventh time.
6-8	Di 2023 FA Cup final between Manchester City and Manchester United go take place for Wembley on Saturday – di first all-Manchester final in di history of di competition. A near 90,000 crowd dey expected for Wembley despite more national train strikes wey don leave tens of thousands of fans to make alternative plans to travel go London. Di game dey live on BBC One, BBC iPlayer and di BBC Sport website and app, with live commentary on BBC Radio 5 Live and BBC Sounds. BBC Pidgin go also do live text commentary. Pep Guardiola City, wey don already win di Premier League and face Inter Milan for di Champions League final on 10 June, need a victory to stay on course for a remarkable Treble. But United, wey don already beat City dis season, dey look to follow up dia Carabao Cup triumph for February by completing a domestic cup double.
6-9	Manchester United and Manchester City will face each other in the FA Cup 2022-23 final at Wembley Stadium in London on Saturday. The football teams from Manchester are two of the most successful clubs in the FA Cup, with Manchester United lifting the title 12 times and City winning on six occasions. Currently under coach Pep Guardiola, Manchester City last won the FA Cup in 2019 while the Red Devils lifted the trophy in 2016. The upcoming match will be the first major final between the two clubs. The Manchester City vs Manchester United FA Cup 2023 final will be live streamed in India. Manchester City are chasing a treble this season, having already won the Premier League. They also have a chance to clinch the UEFA Champions League against Inter Milan next week. Manchester United, coached by Eric Ten Hag, have also added some silverware this season by winning the Carabao Cup in February.
6-10	Manchester United players are reportedly uninformed about David de Gea's future at the club and are unsure he will stay following his FA Cup final blunder. According to Manchester Evening News, several of the higher-ups at Old Trafford are ready to move on from De Gea. The Spaniard's contract with the Red Devils has entered its final week.
6-11	Manchester City's Ilkay Gundogan scored the fastest goal in FA Cup final history to put his side ahead after 12 seconds against Manchester United at Wembley on Saturday. City captain Gundogan thumped an unstoppable volley past David de Gea after Erling Haaland flicked on a goal kick. The previous record was held by Louis Saha who scored after 25 seconds for Everton in the 2009 Cup final against Chelsea.
6-12	"A man has admitted wearing a Manchester United football shirt at Wembley Stadium which made an offensive reference to the Hillsborough disaster. James White, 33, from Warwickshire, pleaded guilty to displaying threatening or abusive writing likely to cause harassment, alarm or distress. The judge at Willesden Magistrates' Court said it was ""abhorrent"". The court heard he had worn a shirt with 97 and the words ""Not Enough"" on the back at the FA Cup Final on 3 June. District Judge Mark Jabbitt said: ""It is hard to imagine a more... offensive reference to the 1989 Hillsborough disaster."" The judge added the shirt which White wore bore a ""hateful expression"" - calling it an ""abhorrent message"" - and that the impact of his actions are ""profound and distressing"". Ninety-seven football fans died as a result of a crush at a match between Liverpool and Nottingham Forest at Hillsborough Stadium in Sheffield on 15 April 1989."
6-13	Manchester City Lift FA Cup To Become 13th Team To Win English Double ROBERT SUMMERSCALESJUN 3, 2023 11:59 AM EDT Pep Guardiola's Manchester City class of 2023 have become the 13th team to win the FA Cup and be crowned league champions of England in the same season. City, who finished five points ahead of Arsenal in the Premier League, beat Manchester United 2-1 at Wembley in Saturday's FA Cup final. Ilkay Gundogan scored two goals from spectacular volleys for City, either side of a Bruno Fernandes penalty for United.
6-14	Liverpool beat Chelsea to go joint-third on the list of the FA Cup’s most successful clubs last year, as Kostas Tsimikas’ decisive penalty saw the Reds win the tournament for the eighth time in their history. After a goalless Wembley final went to penalties, Mason Mount’s spot-kick miss for Chelsea proved crucial, allowing Tsimikas to secure a 6-5 shootout win for Jürgen Klopp’s men. Klopp is the first ever German coach to win the FA Cup.
6-15	Winning trophies is all coaches, players, and fans want since that is what soccer is all about. Some teams have sealed their names in history books by winning three major trophies in a single season and are called the treble winners. So, what is a treble in football, and how many teams have ever achieved it? What is a treble in football Manchester City's players celebrate on stage with their trophies following an open-top bus victory parade for their European Cup, FA Cup and Premier League victories in Manchester, northern England on 12 June 2023. Photo: Oli Scarff Source: Getty Images Although there are various trophies that most teams give their all to take home, others mean the world to a team when they win it, such as the World Cup, UEFA Champions League, FA Cup, and the English Premier League.
6-16	"June 19 (Reuters) - A fan who wore an offensive football shirt referencing the Hillsborough disaster to the FA Cup final has been banned from attending football games for four years on Monday, Willesden Magistrates' Court in London said. James White, 33, admitted wearing the shirt with the number 97 and ""not enough"" at Wembley Stadium on June 3, referring to the 97 fans who died during the 1989 FA Cup semi-final in a crush at the over-crowded Hillsborough Stadium."
6-17	Manchester United have issued an indefinite ban from matches to the man who wore a shirt with an offensive reference to the Hillsborough disaster to the FA Cup final. James White, 33, of Warwickshire, who was also fined £1,000, pled guilty on Monday morning to the charge of displaying threatening or abusive writing likely to cause harassment, alarm or distress. Willesden Magistrates’ Court in London heard White wore a Manchester United shirt with the number 97 and the phrase “Not Enough” on it to the final on June 3. It was a reference to the Hillsborough disaster. There was a crush at a match between Liverpool and Nottingham Forest on 15 April, 1989 at Hillsborough Stadium, resulting in the death of 97 football fans. An inquest jury ruled in 2016 that they were unlawfully killed amid a number of police errors. White was arrested during the game and charged the day after. A United statement read: “Manchester United today issued an indefinite club ban to James White who pleaded guilty to charges at Willesden Magistrates Court.
6-18	The 2023 FA Cup final is all set to take place on June 3 and it will see a clash of the titans, with Manchester City taking on Manchester United. For the uninitiated, the FA Cup, which is also known as the Football Association Challenge Cup, is an annual knockout competition in England which holds the unique distinction of being the oldest national football competition in the world. Its first iteration took place in…. wait for it… the 1871-1872 season.
6-19	Manchester City secured a historic Treble last season, with Pep Guardiola's side now preparing for the new campaign. Guardiola's men will play in this year's Community Shield, which is seen as the curtain-raiser before the new Premier League season. Fixtures for the 2023-24 campaign has already been released. City secured their third league title in a row in May, defeated rivals Manchester United in the FA Cup final and won their first-ever Champions League trophy when they beat Inter Milan in Istanbul. With that being said, the side has struggled in the Community Shield over the last two years. They were beaten by Leicester in 2021 and then lost to Jurgen Klopp's Liverpool last season. With the Community Shield around the corner, when will the game take place? Who will Man City play? Mail Sport provides the answers below.
7-0	We’ve been an AI-first company since 2016, because we see AI as the most significant way to deliver on our mission. Since then, we’ve used AI to improve many of our core products, from Search, YouTube and Gmail to the incredible camera in Pixel phones. We’ve helped businesses and developers harness the power of AI via Google Cloud, and we’ve shown AI’s potential to address societal issues like health and climate change. Along the way, we’ve been lucky to have two world-class research teams leading the entire industry forward with foundational breakthroughs that have ushered in a new era of AI. The pace of progress is now faster than ever before. To ensure the bold and responsible development of general AI, we’re creating a unit that will help us build more capable systems more safely and responsibly. This group, called Google DeepMind, will bring together two leading research groups in the AI field: the Brain team from Google Research, and DeepMind. Their collective accomplishments in AI over the last decade span AlphaGo, Transformers, word2vec, WaveNet, AlphaFold, sequence to sequence models, distillation, deep reinforcement learning, and distributed systems and software frameworks like TensorFlow and JAX for expressing, training and deploying large scale ML models. Combining all this talent into one focused team, backed by the computational resources of Google, will significantly accelerate our progress in AI. As CEO of Google DeepMind, Demis Hassabis will lead the development of our most capable and responsible general AI systems — research that will help power the next generation of our products and services. Jeff Dean will take on the elevated role of Google’s Chief Scientist, reporting to me. In that capacity he’ll serve as Chief Scientist to Google Research and Google DeepMind. Working alongside Demis, Jeff will help set the future direction of our AI research and head up our most critical and strategic technical projects related to AI, the first of which will be a series of powerful, multimodal AI models. Google Research will continue its important work leading fundamental advances in computer science across areas such as algorithms and theory, privacy and security, quantum computing, health, climate and sustainability and responsible AI, and will report in to James Manyika along with his existing Tech & Society teams. I’m so excited for the next phase of this journey, the progress we’ll make against our mission, and all the ways we’ll help people reach their potential with increasingly capable and responsible AI.
7-1	Alphabet is merging an internal Google Research team called Brain with DeepMind, a move designed to bring two groups focused on artificial intelligence closer together as the battle for AI heats up. Google acquired DeepMind in 2014 for a reported $500 million and has until now run it as an independent unit out of the U.K. DeepMind has been one of Alphabet’s “other bets,” performing futuristic work, such as teaching computer systems to beat top-ranked players of the Chinese board game Go.
7-2	DeepMind, the artificial intelligence company acquired by Alphabet in 2014, is merging with Google’s Brain team to form Google DeepMind. In a post shared by Alphabet and Google CEO Sundar Pichai, he says the combined groups will “significantly accelerate our progress in AI.” DeepMind CEO Demis Hassabis will serve as the CEO of Google DeepMind, where Pichai says he will “lead the development of our most capable and responsible general AI systems.” Meanwhile, Jeff Dean, Google’s former senior vice president of Google Research and Health who co-founded the Brain team, will take on the role of Google Research and Google DeepMind’s chief scientist.
7-3	Google Brain was a deep learning artificial intelligence research team under the umbrella of Google AI, a research division at Google dedicated to artificial intelligence. Formed in 2011, Google Brain combines open-ended machine learning research with information systems and large-scale computing resources.[1] The team has created tools such as TensorFlow, which allow for neural networks to be used by the public, with multiple internal AI research projects.[2] The team aims to create research opportunities in machine learning and natural language processing.[2] The team was merged into former Google sister company DeepMind to form Google DeepMind in April 2023.
7-4	The Google Brain project began in 2011 as a part-time research collaboration between Google fellow Jeff Dean, Google Researcher Greg Corrado, and Stanford University professor Andrew Ng.[3] Ng had been interested in using deep learning techniques to crack the problem of artificial intelligence since 2006, and in 2011 began collaborating with Dean and Corrado to build a large-scale deep learning software system, DistBelief,[4] on top of Google's cloud computing infrastructure. Google Brain started as a Google X project and became so successful that it was graduated back to Google: Astro Teller has said that Google Brain paid for the entire cost of Google X.[5]
7-5	"How Google Brain Began The human brain is likely the most complex creation—an intricate biological machine with many areas simultaneously performing different tasks. However, AI developers aim to make AI systems perform complex operations and solve problems like humans. MAKEUSEOF VIDEO OF THE DAY In 2011, Andrew Ng, a college professor, Jeff Dean, a Google fellow, and Greg Corrado, a Google Researcher, established Google Brain as a research team for exploring AI. Initially, the team didn't have an official name; after Ng joined Google X, he began collaborating with Dean and Corrado to integrate deep learning processes into Google's existing infrastructure. Eventually, the team became a part of Google Research and was called ""Google Brain."" The founding Brain team members sought to create intelligence that could independently learn from large amounts of data. They also aimed to address existing AI networks' challenges, including language understanding, speech, and image recognition. In 2012, Google Brain encountered a breakthrough. The researchers fed millions of images obtained from YouTube into the neural network to train it on pattern recognition without prior information. After the experiment, the network recognized cats with a high degree of accuracy. This breakthrough paved the way for a wide range of applications."
7-6	Google Brain, which began in 2011, by Jeff Dean, Greg Corrado, and Andrew Ng is an Artificial Intelligence system based on open learning that has been capturing headlines all over the world. Only a year after being fully developed, i.e., in 2012, it trained itself to identify the image of a cat based on 10 million images – an event that grabbed headlines and popped eyeballs and as a consequence found a place in the New York Times. Quite evidently, Google Brain then combines open-ended Machine Learning with the vast prowess of Google’s computing resources. Google Brain, as the name suggests, is meant to replicate, as closely as possible, the functioning of a normal human brain. And the team behind it has been largely successful in doing the same. In October 2016, the people behind the Brain tried to conduct a basic simulation of human communication between three AIs: Alice, Bob and Eve. The purpose was to have Alice and Bob communicate effectively – without Bob misreading Alice’s messages and without Eve intercepting them or with Bob and Alice carrying out proper encryption and decryption, on their respective parts. The study showed that for every round where they failed to communicate properly, the next round showed a significant improvement in the cryptographic abilities of the two AIs.
7-7	AlphaGo is a computer program that plays the board game Go.[1] It was developed by the London-based DeepMind Technologies,[2] an acquired subsidiary of Google (now Alphabet Inc.). Subsequent versions of AlphaGo became increasingly powerful, including a version that competed under the name Master.[3] After retiring from competitive play, AlphaGo Master was succeeded by an even more powerful version known as AlphaGo Zero, which was completely self-taught without learning from human games. AlphaGo Zero was then generalized into a program known as AlphaZero, which played additional games, including chess and shogi. AlphaZero has in turn been succeeded by a program known as MuZero which learns without being taught the rules.
7-8	AlphaFold is an artificial intelligence (AI) program developed by DeepMind, a subsidiary of Alphabet, which performs predictions of protein structure.[1] The program is designed as a deep learning system.[2] AlphaFold AI software has had two major versions. A team of researchers that used AlphaFold 1 (2018) placed first in the overall rankings of the 13th Critical Assessment of Structure Prediction (CASP) in December 2018. The program was particularly successful at predicting the most accurate structure for targets rated as the most difficult by the competition organisers, where no existing template structures were available from proteins with a partially similar sequence. A team that used AlphaFold 2 (2020) repeated the placement in the CASP competition in November 2020.[3] The team achieved a level of accuracy much higher than any other group.[2][4] It scored above 90 for around two-thirds of the proteins in CASP's global distance test (GDT), a test that measures the degree to which a computational program predicted structure is similar to the lab experiment determined structure, with 100 being a complete match, within the distance cutoff used for calculating GDT.
7-9	Firstly, we’ll discuss the founders and history. Secondly, we will discuss a few research areas the google brain team work on, then discuss the difference between Google Brain & DeepMind, and finally future opportunities the brain team are looking forward to. Google Brain, formed in 2011, is a deep learning artificial intelligence research team inside Google AI, the company’s artificial intelligence research division. Open-ended machine learning research is combined with information systems and large-scale computer resources and tools in Google Brain. Multiple internal AI research initiatives employ tools like tensor flow, which allow the public to explore neural networks. The Google Brain project began in 2011 as a part-time research collaboration between Google fellow Jeff Dean, Google Researcher Greg Corrado, and Stanford University professor Andrew Ng. Google Brain started as a Google X project and became so successful that it was graduated back to Google:
7-10	For those who are wondering, Google Brain & DeepMind are not the same. Google Brain is the original AI research effort within Google that started in 2011. It used to be the principal AI research effort within Google. Then came along DeepMind. DeepMind was a British AI startup acquired by Google in 2014. Both Google Brain & DeepMind are research labs, however, Google Brain has a strong application focus, working and publishing papers, in many areas, while DeepMind focus is on reinforcement learning where they have flagship efforts such as AlphaGo Zero which is spearheading efforts to achieve Artificial General Intelligence.
7-11	Google Brain is the original AI research effort within Google that started in 2011 as collaborative effort between Google Fellow Jeff Dean, Google researtcher Greg Corrado and Stanford professor Andrew Ng. It used to be the principal AI research effort within Google. Then came along DeepMind, as a flagship British AI startup acquired by Google in 2014. It does not take a rocket scientist to figure out that it was setup as an internal competitor within Google, aimed at improving the quality of the work of the both groups by competing against each other. It was also important that the bidding for DeepMind was competitive, with Google snatching it away from Facebook, so DeepMind had the luxury of dictating terms of the acquisition and the degree of their independence.
7-12	The origin of it is that Google Brain was started as an internal google project, and is lead by Jeff Dean - I think it’s always been this way. It works on a mix of applied projects and research projects, and has emphasized researcher freedom for a while, but I don’t know if it still does. Deepmind was an independent startup that google bought. They’re famous for the idea of applying ML to learning to play video games - which was not popular at all until they started doing it. They also pushed hard on combining Reinforcement Learning with Deep Learning. Deepmind also has a reputation for being more centralized.
7-13	For the past several years, we’ve pursued research that reflects our commitment to make AI available for everyone. From computer vision to healthcare research to AutoML, we have increasingly put emphasis on implementing machine learning techniques in nearly everything we do at Google. Our research has been core to the development and integration of these systems into Google products and platforms. To better reflect this commitment, we’re unifying our efforts under “Google AI”, which encompasses all the state-of-the-art research happening across Google. As part of this, we have expanded the Google AI website, and are renaming our existing Google Research channels, including this blog and the affiliated Twitter and Google+ channels, to Google AI. And if you’re looking for information that existed on research.google.com or the affiliated social channels, don’t fret, it’s all still there. Any links to previous Google Research website content, blog posts or tweets will redirect appropriately. The Google AI channels will continue to showcase the breadth of Google research, innovation and publications, in addition to a lot more new and exciting content to come. We encourage you to explore! We look forward to continuing to bring you the latest updates and results from Google, in AI and across many other areas of research.
7-14	DeepMind, one of the world’s premier artificial intelligence labs, has turned a profit for the first time ever, according to a filing with the U.K. company registry published Tuesday. The London-based research firm recorded a profit of £43.8 million ($59.6 million) in 2020 after posting losses of hundreds of millions for the last several years. It reported a loss of $649 million in 2019, for example. Turnover at DeepMind more than tripled from just £265.5 million in 2019 to £826.2 million in 2020, according to the annual results filing on Companies House. DeepMind, which is owned by Google parent Alphabet , did not provide a specific reason for the revenue jump.
7-15	DeepMind, the London-based artificial intelligence research company that is owned by Google-parent Alphabet, is spinning off a new, for-profit Alphabet venture dedicated to drug discovery. The new company, called Isomorphic Laboratories, will be based in the U.K. and be led “in its initial phase” by Demis Hassabis, DeepMind’s co-founder and chief executive, according to a blog post Hassabis authored. He said he would continue to serve as DeepMind’s CEO as well. The company will build on an A.I. technology pioneered by DeepMind, called AlphaFold, that can predict the structure of proteins. This information is one important piece in the design of many new drugs. DeepMind’s ability to accurately predict protein shapes based only on genetic sequences for those proteins solved a 50-year-old challenge in computational biology.
7-16	Hi Team When we launched DeepMind back in 2010, many people thought general AI was a farfetched science fiction technology that was decades away from being a reality. Now, we live in a time in which AI research and technology is advancing exponentially. In the coming years, AI - and ultimately AGI - has the potential to drive one of the greatest social, economic and scientific transformations in history. That’s why today Sundar is announcing that DeepMind and the Brain team from Google Research will be joining forces as a single, focused unit called Google DeepMind. Combining our talents and efforts will accelerate our progress towards a world in which AI helps solve the biggest challenges facing humanity, and I’m incredibly excited to be leading this unit and working with all of you to build it. Together, in close collaboration with our fantastic colleagues across the Google Product Areas, we have a real opportunity to deliver AI research and products that dramatically improve the lives of billions of people, transform industries, advance science, and serve diverse communities.
7-17	Please use the sharing tools found via the share button at the top or side of articles. Copying articles to share with others is a breach of FT.com T&Cs and Copyright Policy. Email licensing@ft.com to buy additional rights. Subscribers may share up to 10 or 20 articles per month using the gift article service. More information can be found at https://www.ft.com/tour. https://www.ft.com/content/db162a4e-4ff2-45b7-ad36-5db05ac57de4 Alphabet is combining its DeepMind and Google Brain AI research units, ending a long-running internal rivalry between the London and Silicon Valley-based groups as it tries to make up lost ground in generative AI against Microsoft and OpenAI. The shake-up will leave Demis Hassabis, the British head of DeepMind, in charge of an expanded group that can lay claim to many of the research breakthroughs that have turned AI into the industry’s most important new technology since the arrival of the internet. He will also take on a more direct role in developing advanced AI systems that are central to Google’s future business, after nine years working on areas of advanced research that seldom related directly to the internet company’s operations. The move to focus Alphabet’s most advanced research more directly on AI models with a direct application to Google’s internet business follows the breakout success of OpenAI’s ChatGPT, which has presented the biggest challenge to Google’s internet search business since Microsoft mounted an unsuccessful challenge two decades ago.
7-18	Google has officially unveiled its own version of OpenAI’s ChatGPT. Called Bard, the chatbot is built off the company’s LaMDA large language model, whose conversational capabilities impressed a former Google engineer so much he thought it was sentient. A “lightweight” version of Bard chatbot is now available to “trusted testers” and will be more widely available to the public in “coming weeks,” said Alphabet and Google CEO Sundar Pichai in a blog post. Bard is designed similarly to ChatGPT, both in functionality but also in looks: appearing as a dialogue box where users type in their queries.
